#Ne20 - excited level to be considered
#E - width - BR [!! Sum_BR must be 1] - units are keV
0	    0.1	    0.06
6725	19	    0.06
7191    3.4	    0.06
8700    800      0.06
10970   500     0.06
11558   1.1      0.06
12436   24.4     0.06
13222   40     0.06
13642   17     0.06
13744   80     0.06
14475   68     0.06
16732   2     0.06
21000   300     0.06
22600   500     0.06
25670   400     0.06

